"Date","Open","High","Low","Close","TotalVolume"
1998/10/17,6950.000000,6975.000000,6895.000000,6908.000000,1592
1998/10/19,6920.000000,6926.000000,6871.000000,6900.000000,641
1998/10/20,6885.000000,6898.000000,6812.000000,6812.000000,777
1998/10/21,6812.000000,7055.000000,6789.000000,7054.000000,926
1998/10/22,7030.000000,7038.000000,6905.000000,6955.000000,2243
1998/10/23,6975.000000,7040.000000,6962.000000,7015.000000,2586
1998/10/26,7000.000000,7010.000000,6951.000000,7010.000000,1463
1998/10/27,7020.000000,7061.000000,6980.000000,7014.000000,2071
1998/10/28,7005.000000,7020.000000,6906.000000,6914.000000,2947
1998/10/29,6912.000000,6965.000000,6907.000000,6965.000000,1515
1998/10/30,7000.000000,7046.000000,6950.000000,7035.000000,2302
1998/10/31,7058.000000,7120.000000,7035.000000,7118.000000,2753
1998/11/2,7129.000000,7200.000000,7118.000000,7181.000000,2530
1998/11/3,7150.000000,7150.000000,7073.000000,7080.000000,2876
1998/11/4,7051.000000,7060.000000,6920.000000,6958.000000,3434
1998/11/5,6970.000000,7025.000000,6903.000000,7015.000000,2888
1998/11/6,7018.000000,7018.000000,6915.000000,6921.000000,3000
1998/11/7,6930.000000,7000.000000,6930.000000,7000.000000,2117
1998/11/9,7001.000000,7018.000000,6940.000000,6965.000000,1374
1998/11/10,6901.000000,6901.000000,6828.000000,6831.000000,2496
1998/11/11,6781.000000,6788.000000,6707.000000,6710.000000,2317
1998/11/13,6850.000000,6899.000000,6820.000000,6894.000000,2411
1998/11/16,6914.000000,7072.000000,6914.000000,7070.000000,1784
1998/11/17,7070.000000,7180.000000,7041.000000,7165.000000,1252
1998/11/18,7195.000000,7198.000000,7052.000000,7110.000000,940
1998/11/19,7160.000000,7365.000000,7160.000000,7350.000000,3567
1998/11/20,7360.000000,7390.000000,7293.000000,7390.000000,2989
1998/11/21,7425.000000,7456.000000,7355.000000,7380.000000,3385
1998/11/23,7326.000000,7380.000000,7320.000000,7344.000000,1636
1998/11/24,7425.000000,7538.000000,7425.000000,7525.000000,3250
1998/11/25,7250.000000,7380.000000,7250.000000,7366.000000,4222
1998/11/26,7385.000000,7550.000000,7368.000000,7529.000000,3485
1998/11/27,7550.000000,7558.000000,7455.000000,7490.000000,2598
1998/11/30,7480.000000,7484.000000,7410.000000,7413.000000,2194
1998/12/1,7360.000000,7415.000000,7328.000000,7336.000000,2815
1998/12/2,7400.000000,7420.000000,7355.000000,7380.000000,2268
1998/12/3,7365.000000,7370.000000,7301.000000,7321.000000,1844
1998/12/4,7320.000000,7384.000000,7306.000000,7384.000000,2017
1998/12/7,7534.000000,7540.000000,7470.000000,7470.000000,2958
1998/12/8,7500.000000,7510.000000,7350.000000,7352.000000,2678
1998/12/9,7328.000000,7338.000000,7201.000000,7226.000000,2646
1998/12/10,7200.000000,7250.000000,7151.000000,7186.000000,2171
1998/12/11,7110.000000,7190.000000,6960.000000,6965.000000,2886
1998/12/14,6965.000000,7040.000000,6940.000000,6959.000000,1576
1998/12/15,6901.000000,7010.000000,6760.000000,7000.000000,2067
1998/12/16,6975.000000,6985.000000,6760.000000,6760.000000,1701
1998/12/17,6761.000000,6870.000000,6672.000000,6691.000000,5263
1998/12/18,6750.000000,6830.000000,6660.000000,6769.000000,5258
1998/12/19,6759.000000,6759.000000,6588.000000,6612.000000,4491
1998/12/21,6660.000000,6747.000000,6650.000000,6705.000000,3869
1998/12/22,6749.000000,6950.000000,6732.000000,6940.000000,4617
1998/12/23,6920.000000,6930.000000,6820.000000,6835.000000,3868
1998/12/24,6920.000000,6949.000000,6835.000000,6840.000000,3801
1998/12/28,6789.000000,6789.000000,6550.000000,6591.000000,4403
1998/12/29,6530.000000,6645.000000,6480.000000,6630.000000,3876
1998/12/30,6649.000000,6720.000000,6581.000000,6608.000000,4600
1998/12/31,6669.000000,6680.000000,6531.000000,6531.000000,3173
1999/1/5,6430.000000,6430.000000,6074.000000,6120.000000,5058
1999/1/6,6011.000000,6330.000000,6011.000000,6245.000000,5903
1999/1/7,6385.000000,6510.000000,6211.000000,6510.000000,5515
1999/1/8,6442.000000,6520.000000,6391.000000,6452.000000,4385
1999/1/11,6478.000000,6500.000000,6385.000000,6435.000000,2558
1999/1/12,6435.000000,6470.000000,6360.000000,6390.000000,3195
1999/1/13,6332.000000,6360.000000,6290.000000,6352.000000,2693
1999/1/14,6318.000000,6335.000000,6231.000000,6280.000000,2775
1999/1/15,6220.000000,6600.000000,6200.000000,6600.000000,3923
1999/1/16,6599.000000,6619.000000,6502.000000,6530.000000,2442
1999/1/18,6530.000000,6530.000000,6410.000000,6412.000000,885
1999/1/19,6421.000000,6486.000000,6355.000000,6385.000000,932
1999/1/20,6385.000000,6395.000000,6309.000000,6321.000000,1015
1999/1/21,6420.000000,6548.000000,6415.000000,6417.000000,4800
1999/1/22,6359.000000,6391.000000,6271.000000,6285.000000,3985
1999/1/25,6220.000000,6220.000000,6031.000000,6040.000000,3424
1999/1/26,6089.000000,6230.000000,6026.000000,6220.000000,5115
1999/1/27,6249.000000,6270.000000,6141.000000,6145.000000,3969
1999/1/28,6101.000000,6140.000000,6052.000000,6070.000000,3359
1999/1/29,6102.000000,6120.000000,6020.000000,6080.000000,3691
1999/1/30,6080.000000,6200.000000,6050.000000,6110.000000,5084
1999/2/1,6051.000000,6051.000000,5952.000000,5954.000000,3284
1999/2/2,6000.000000,6010.000000,5860.000000,5880.000000,3803
1999/2/3,5800.000000,5940.000000,5711.000000,5890.000000,5641
1999/2/4,5852.000000,5870.000000,5550.000000,5558.000000,5240
1999/2/5,5462.000000,5775.000000,5462.000000,5580.000000,5807
1999/2/6,5640.000000,5770.000000,5590.000000,5767.000000,5022
1999/2/8,5750.000000,5890.000000,5750.000000,5835.000000,3572
1999/2/9,5800.000000,5810.000000,5751.000000,5770.000000,1545
1999/2/10,5735.000000,5849.000000,5720.000000,5840.000000,1373
1999/2/20,5980.000000,6149.000000,5950.000000,6140.000000,1197
1999/2/22,6250.000000,6550.000000,6250.000000,6530.000000,5356
1999/2/23,6539.000000,6540.000000,6315.000000,6315.000000,5973
1999/2/24,6335.000000,6426.000000,6275.000000,6425.000000,5943
1999/2/25,6395.000000,6499.000000,6350.000000,6380.000000,5210
1999/2/26,6355.000000,6470.000000,6285.000000,6469.000000,4658
1999/3/1,6410.000000,6456.000000,6368.000000,6419.000000,3787
1999/3/2,6450.000000,6450.000000,6312.000000,6345.000000,4189
1999/3/3,6301.000000,6495.000000,6298.000000,6450.000000,5452
1999/3/4,6450.000000,6478.000000,6380.000000,6388.000000,5499
1999/3/5,6400.000000,6445.000000,6340.000000,6425.000000,4459
1999/3/6,6528.000000,6534.000000,6435.000000,6440.000000,4710
1999/3/8,6450.000000,6465.000000,6390.000000,6465.000000,2462
1999/3/9,6465.000000,6535.000000,6445.000000,6489.000000,4157
1999/3/10,6480.000000,6520.000000,6460.000000,6520.000000,2695
1999/3/11,6549.000000,6549.000000,6451.000000,6451.000000,2635
1999/3/12,6455.000000,6489.000000,6431.000000,6489.000000,1699
1999/3/15,6466.000000,6630.000000,6450.000000,6619.000000,2078
1999/3/16,6634.000000,6698.000000,6619.000000,6659.000000,1487
1999/3/17,6680.000000,6790.000000,6675.000000,6776.000000,1484
1999/3/18,6775.000000,6940.000000,6775.000000,6934.000000,4144
1999/3/19,6968.000000,7080.000000,6915.000000,7070.000000,4410
1999/3/20,7044.000000,7080.000000,7011.000000,7075.000000,3769
1999/3/22,7055.000000,7135.000000,7025.000000,7100.000000,2710
1999/3/23,7130.000000,7157.000000,7005.000000,7005.000000,4342
1999/3/24,6921.000000,7000.000000,6920.000000,6981.000000,4683
1999/3/25,7010.000000,7035.000000,6980.000000,7010.000000,2906
1999/3/26,7054.000000,7110.000000,7030.000000,7095.000000,3784
1999/3/29,7095.000000,7095.000000,6947.000000,6947.000000,3684
1999/3/30,6990.000000,7000.000000,6920.000000,6984.000000,3603
1999/3/31,6949.000000,6971.000000,6888.000000,6935.000000,3602
1999/4/1,6920.000000,7117.000000,6916.000000,7110.000000,4887
1999/4/2,7137.000000,7390.000000,7130.000000,7366.000000,5807
1999/4/3,7379.000000,7388.000000,7280.000000,7305.000000,4636
1999/4/6,7351.000000,7365.000000,7280.000000,7314.000000,2770
1999/4/7,7310.000000,7320.000000,7235.000000,7274.000000,3160
1999/4/8,7308.000000,7435.000000,7302.000000,7380.000000,4669
1999/4/9,7410.000000,7434.000000,7330.000000,7330.000000,4024
1999/4/12,7280.000000,7325.000000,7236.000000,7275.000000,3680
1999/4/13,7330.000000,7380.000000,7310.000000,7377.000000,3347
1999/4/14,7359.000000,7429.000000,7256.000000,7365.000000,3501
1999/4/15,7360.000000,7480.000000,7320.000000,7480.000000,3417
1999/4/16,7525.000000,7540.000000,7410.000000,7460.000000,2774
1999/4/17,7441.000000,7570.000000,7427.000000,7570.000000,1899
1999/4/19,7596.000000,7669.000000,7551.000000,7620.000000,1296
1999/4/20,7558.000000,7668.000000,7551.000000,7640.000000,901
1999/4/21,7662.000000,7688.000000,7480.000000,7490.000000,1798
1999/4/22,7589.000000,7618.000000,7535.000000,7590.000000,4262
1999/4/23,7630.000000,7689.000000,7616.000000,7653.000000,4592
1999/4/26,7631.000000,7665.000000,7585.000000,7630.000000,3108
1999/4/27,7640.000000,7650.000000,7550.000000,7575.000000,3256
1999/4/28,7561.000000,7589.000000,7540.000000,7559.000000,2636
1999/4/29,7502.000000,7502.000000,7381.000000,7381.000000,5961
1999/4/30,7350.000000,7440.000000,7335.000000,7440.000000,4727
1999/5/3,7450.000000,7450.000000,7382.000000,7436.000000,2622
1999/5/4,7479.000000,7629.000000,7479.000000,7625.000000,5721
1999/5/5,7581.000000,7637.000000,7568.000000,7599.000000,3291
1999/5/6,7650.000000,7669.000000,7581.000000,7603.000000,3294
1999/5/7,7551.000000,7579.000000,7501.000000,7519.000000,3685
1999/5/10,7495.000000,7564.000000,7460.000000,7560.000000,2902
1999/5/11,7565.000000,7629.000000,7460.000000,7470.000000,4013
1999/5/12,7505.000000,7518.000000,7455.000000,7518.000000,2694
1999/5/13,7490.000000,7533.000000,7463.000000,7469.000000,2389
1999/5/14,7515.000000,7615.000000,7515.000000,7610.000000,3525
1999/5/15,7561.000000,7610.000000,7559.000000,7610.000000,1700
1999/5/17,7608.000000,7670.000000,7580.000000,7600.000000,1811
1999/5/18,7608.000000,7622.000000,7530.000000,7600.000000,1095
1999/5/19,7620.000000,7625.000000,7554.000000,7609.000000,1753
1999/5/20,7663.000000,7679.000000,7610.000000,7610.000000,3978
1999/5/21,7620.000000,7649.000000,7600.000000,7625.000000,2195
1999/5/24,7620.000000,7630.000000,7580.000000,7628.000000,2455
1999/5/25,7580.000000,7589.000000,7500.000000,7509.000000,4904
1999/5/26,7462.000000,7500.000000,7430.000000,7500.000000,4280
1999/5/27,7526.000000,7540.000000,7480.000000,7480.000000,2901
1999/5/28,7430.000000,7448.000000,7402.000000,7418.000000,3395
1999/5/29,7438.000000,7459.000000,7410.000000,7439.000000,2123
1999/5/31,7428.000000,7428.000000,7321.000000,7321.000000,2891
1999/6/1,7323.000000,7409.000000,7323.000000,7408.000000,2952
1999/6/2,7386.000000,7458.000000,7381.000000,7452.000000,3163
1999/6/3,7486.000000,7540.000000,7472.000000,7510.000000,3292
1999/6/4,7510.000000,7535.000000,7500.000000,7535.000000,1614
1999/6/5,7579.000000,7592.000000,7560.000000,7584.000000,2194
1999/6/7,7600.000000,7797.000000,7600.000000,7795.000000,4588
1999/6/8,7898.000000,7937.000000,7850.000000,7894.000000,2870
1999/6/9,7893.000000,7927.000000,7855.000000,7925.000000,2287
1999/6/10,7942.000000,8025.000000,7941.000000,7960.000000,2548
1999/6/11,7960.000000,7988.000000,7902.000000,7960.000000,1857
1999/6/14,7940.000000,7975.000000,7920.000000,7975.000000,1284
1999/6/15,8090.000000,8090.000000,7920.000000,7943.000000,1714
1999/6/16,7950.000000,8090.000000,7913.000000,8090.000000,2128
1999/6/17,8193.000000,8349.000000,8170.000000,8349.000000,4654
1999/6/21,8389.000000,8480.000000,8320.000000,8439.000000,3935
1999/6/22,8459.000000,8700.000000,8422.000000,8690.000000,4372
1999/6/23,8630.000000,8667.000000,8522.000000,8527.000000,5303
1999/6/24,8561.000000,8715.000000,8503.000000,8697.000000,4819
1999/6/25,8601.000000,8601.000000,8380.000000,8434.000000,5512
1999/6/28,8429.000000,8480.000000,8380.000000,8447.000000,2883
1999/6/29,8524.000000,8625.000000,8520.000000,8618.000000,3720
1999/6/30,8650.000000,8650.000000,8522.000000,8559.000000,2884
1999/7/2,8618.000000,8700.000000,8590.000000,8631.000000,3213
1999/7/3,8680.000000,8730.000000,8580.000000,8616.000000,2856
1999/7/5,8580.000000,8630.000000,8540.000000,8608.000000,2068
1999/7/6,8589.000000,8620.000000,8510.000000,8526.000000,2582
1999/7/7,8500.000000,8565.000000,8475.000000,8560.000000,2970
1999/7/8,8580.000000,8639.000000,8560.000000,8615.000000,2519
1999/7/9,8595.000000,8647.000000,8563.000000,8565.000000,1759
1999/7/12,8581.000000,8594.000000,8520.000000,8550.000000,1704
1999/7/13,8510.000000,8510.000000,8280.000000,8280.000000,4296
1999/7/14,8250.000000,8320.000000,7870.000000,7985.000000,4794
1999/7/15,8021.000000,8090.000000,7876.000000,8030.000000,3510
1999/7/16,8060.000000,8120.000000,7468.000000,7468.000000,3767
1999/7/17,7110.000000,7450.000000,7051.000000,7418.000000,3694
1999/7/19,7360.000000,7470.000000,7052.000000,7395.000000,1156
1999/7/20,7500.000000,7855.000000,7500.000000,7815.000000,1332
1999/7/21,7690.000000,7814.000000,7627.000000,7790.000000,608
1999/7/22,7700.000000,7750.000000,7620.000000,7623.000000,2847
1999/7/23,7620.000000,7749.000000,7600.000000,7749.000000,2902
1999/7/26,7650.000000,7695.000000,7550.000000,7567.000000,2455
1999/7/27,7548.000000,7550.000000,7350.000000,7395.000000,3713
1999/7/28,7500.000000,7525.000000,7430.000000,7479.000000,2685
1999/7/29,7451.000000,7469.000000,7320.000000,7329.000000,2787
1999/7/30,7200.000000,7451.000000,7153.000000,7449.000000,3284
1999/7/31,7380.000000,7460.000000,7254.000000,7268.000000,2716
1999/8/2,7285.000000,7350.000000,7169.000000,7210.000000,3083
1999/8/3,7152.000000,7260.000000,7015.000000,7195.000000,4199
1999/8/4,7195.000000,7268.000000,7092.000000,7095.000000,3077
1999/8/5,7030.000000,7079.000000,6957.000000,6958.000000,3977
1999/8/6,6999.000000,7048.000000,6851.000000,6870.000000,3809
1999/8/7,6880.000000,7088.000000,6851.000000,7035.000000,4337
1999/8/9,7080.000000,7082.000000,6980.000000,7015.000000,2494
1999/8/10,7015.000000,7300.000000,6980.000000,7290.000000,4111
1999/8/11,7290.000000,7340.000000,7205.000000,7230.000000,3604
1999/8/12,7315.000000,7405.000000,7261.000000,7316.000000,3264
1999/8/13,7814.000000,7814.000000,7516.000000,7685.000000,3592
1999/8/16,7730.000000,8222.000000,7730.000000,8195.000000,2938
1999/8/17,8103.000000,8150.000000,7990.000000,8130.000000,1503
1999/8/18,8196.000000,8196.000000,7980.000000,8000.000000,695
1999/8/19,8030.000000,8074.000000,7985.000000,8074.000000,2673
1999/8/20,8100.000000,8255.000000,8078.000000,8219.000000,3446
1999/8/21,8299.000000,8388.000000,8260.000000,8261.000000,3329
1999/8/23,8249.000000,8265.000000,8151.000000,8265.000000,2056
1999/8/24,8355.000000,8379.000000,8000.000000,8001.000000,3708
1999/8/25,8011.000000,8245.000000,7988.000000,8230.000000,3643
1999/8/26,8265.000000,8300.000000,8050.000000,8134.000000,3108
1999/8/27,8100.000000,8152.000000,8056.000000,8145.000000,2626
1999/8/30,8090.000000,8230.000000,8075.000000,8190.000000,2748
1999/8/31,8134.000000,8264.000000,8130.000000,8248.000000,2852
1999/9/1,8300.000000,8475.000000,8300.000000,8426.000000,4238
1999/9/2,8470.000000,8495.000000,8331.000000,8352.000000,3228
1999/9/3,8340.000000,8340.000000,8132.000000,8132.000000,3542
1999/9/4,8276.000000,8280.000000,8070.000000,8137.000000,3514
1999/9/6,8150.000000,8215.000000,8060.000000,8215.000000,2251
1999/9/7,8200.000000,8238.000000,7926.000000,7930.000000,3275
1999/9/8,7950.000000,8045.000000,7871.000000,7970.000000,3716
1999/9/9,7933.000000,8037.000000,7912.000000,8010.000000,2531
1999/9/10,8059.000000,8218.000000,8052.000000,8190.000000,2345
1999/9/13,8185.000000,8245.000000,8150.000000,8189.000000,1380
1999/9/14,8160.000000,8166.000000,8051.000000,8119.000000,989
1999/9/15,8062.000000,8115.000000,7981.000000,7983.000000,1187
1999/9/16,7915.000000,8005.000000,7905.000000,7975.000000,2503
1999/9/17,8011.000000,8037.000000,7877.000000,7921.000000,2618
1999/9/18,7980.000000,8040.000000,7960.000000,8018.000000,2295
1999/9/20,7980.000000,8030.000000,7933.000000,7987.000000,1569
1999/9/27,7708.000000,7708.000000,7708.000000,7708.000000,103
1999/9/28,7439.000000,7439.000000,7439.000000,7439.000000,1005
1999/9/29,7439.000000,7600.000000,7392.000000,7589.000000,3666
1999/9/30,7539.000000,7630.000000,7530.000000,7540.000000,2448
1999/10/1,7613.000000,7648.000000,7555.000000,7648.000000,2507
1999/10/2,7620.000000,7648.000000,7532.000000,7599.000000,2083
1999/10/4,7570.000000,7645.000000,7543.000000,7618.000000,1787
1999/10/5,7665.000000,7675.000000,7510.000000,7510.000000,1889
1999/10/6,7511.000000,7538.000000,7456.000000,7535.000000,1781
1999/10/7,7580.000000,7608.000000,7552.000000,7580.000000,1790
1999/10/8,7560.000000,7570.000000,7500.000000,7520.000000,1178
1999/10/11,7536.000000,7595.000000,7535.000000,7586.000000,1242
1999/10/12,7600.000000,7830.000000,7590.000000,7826.000000,2914
1999/10/13,7780.000000,7830.000000,7756.000000,7828.000000,1723
1999/10/14,7753.000000,7900.000000,7745.000000,7900.000000,1646
1999/10/15,7900.000000,7933.000000,7810.000000,7810.000000,1296
1999/10/16,7741.000000,7849.000000,7725.000000,7812.000000,1191
1999/10/18,7780.000000,7820.000000,7720.000000,7735.000000,728
1999/10/19,7751.000000,7775.000000,7685.000000,7690.000000,759
1999/10/20,7730.000000,7730.000000,7656.000000,7678.000000,841
1999/10/21,7780.000000,7785.000000,7680.000000,7683.000000,2301
1999/10/22,7690.000000,7730.000000,7500.000000,7597.000000,3094
1999/10/25,7613.000000,7690.000000,7575.000000,7688.000000,2024
1999/10/26,7667.000000,7770.000000,7650.000000,7736.000000,2695
1999/10/27,7722.000000,7775.000000,7682.000000,7737.000000,1811
1999/10/28,7756.000000,7765.000000,7710.000000,7727.000000,1150
1999/10/29,7800.000000,7819.000000,7735.000000,7776.000000,2154
1999/10/30,7840.000000,7965.000000,7830.000000,7948.000000,3262
1999/11/1,7938.000000,7938.000000,7890.000000,7911.000000,1356
1999/11/2,7880.000000,7890.000000,7781.000000,7820.000000,2096
1999/11/3,7820.000000,7820.000000,7669.000000,7678.000000,2297
1999/11/4,7711.000000,7719.000000,7533.000000,7565.000000,2733
1999/11/5,7550.000000,7620.000000,7481.000000,7619.000000,2847
1999/11/6,7640.000000,7640.000000,7400.000000,7400.000000,3358
1999/11/8,7326.000000,7488.000000,7320.000000,7441.000000,2993
1999/11/9,7460.000000,7490.000000,7382.000000,7382.000000,1925
1999/11/10,7378.000000,7570.000000,7370.000000,7443.000000,2612
1999/11/11,7501.000000,7590.000000,7501.000000,7575.000000,2172
1999/11/15,7620.000000,7628.000000,7506.000000,7582.000000,874
1999/11/16,7595.000000,7652.000000,7500.000000,7629.000000,1176
1999/11/17,7659.000000,7686.000000,7635.000000,7669.000000,1374
1999/11/18,7640.000000,7775.000000,7640.000000,7741.000000,2557
1999/11/19,7798.000000,7828.000000,7751.000000,7800.000000,2221
1999/11/20,7901.000000,7980.000000,7878.000000,7980.000000,2507
1999/11/22,8030.000000,8160.000000,7980.000000,8139.000000,2716
1999/11/23,8180.000000,8180.000000,8051.000000,8130.000000,2358
1999/11/24,8000.000000,8060.000000,7961.000000,7965.000000,2736
1999/11/25,7971.000000,8023.000000,7882.000000,8016.000000,2677
1999/11/26,8016.000000,8025.000000,7581.000000,7700.000000,4559
1999/11/29,7761.000000,7865.000000,7751.000000,7855.000000,2862
1999/11/30,7885.000000,7895.000000,7752.000000,7764.000000,2492
1999/12/1,7750.000000,7820.000000,7710.000000,7820.000000,1408
1999/12/2,7810.000000,7881.000000,7793.000000,7848.000000,2085
1999/12/3,7885.000000,7997.000000,7881.000000,7974.000000,2320
1999/12/4,8084.000000,8095.000000,8015.000000,8022.000000,2012
1999/12/6,8010.000000,8010.000000,7885.000000,7929.000000,1850
1999/12/7,7909.000000,7928.000000,7845.000000,7870.000000,1719
1999/12/8,7850.000000,7930.000000,7838.000000,7840.000000,1352
1999/12/9,7810.000000,7870.000000,7770.000000,7770.000000,1570
1999/12/10,7785.000000,7810.000000,7716.000000,7800.000000,1326
1999/12/13,7820.000000,7950.000000,7820.000000,7950.000000,1247
1999/12/14,7950.000000,7950.000000,7860.000000,7872.000000,765
1999/12/15,7854.000000,7890.000000,7830.000000,7883.000000,1011
1999/12/16,7925.000000,7950.000000,7792.000000,7795.000000,2224
1999/12/17,7820.000000,7859.000000,7768.000000,7816.000000,1533
1999/12/18,7826.000000,7873.000000,7816.000000,7860.000000,1496
1999/12/20,7860.000000,7860.000000,7780.000000,7841.000000,0
1999/12/21,7841.000000,7998.000000,7814.000000,7970.000000,1884
1999/12/22,8039.000000,8080.000000,8003.000000,8020.000000,1763
1999/12/23,8018.000000,8115.000000,8000.000000,8106.000000,1721
1999/12/24,8170.000000,8350.000000,8167.000000,8329.000000,2207
1999/12/27,8349.000000,8560.000000,8310.000000,8560.000000,2234
1999/12/28,8560.000000,8565.000000,8451.000000,8564.000000,1990
2000/1/4,8688.000000,8939.000000,8650.000000,8843.000000,2800
2000/1/5,8718.000000,8870.000000,8671.000000,8810.000000,2854
2000/1/6,8840.000000,9005.000000,8820.000000,8850.000000,2501
2000/1/7,8781.000000,8870.000000,8711.000000,8829.000000,2409
2000/1/10,8949.000000,9200.000000,8880.000000,9200.000000,2638
2000/1/11,9340.000000,9340.000000,8930.000000,8951.000000,3367
2000/1/12,8951.000000,9190.000000,8951.000000,9190.000000,2028
2000/1/13,9190.000000,9195.000000,9066.000000,9115.000000,1796
2000/1/14,9161.000000,9190.000000,8976.000000,9073.000000,2198
2000/1/15,9175.000000,9230.000000,9095.000000,9230.000000,1556
2000/1/17,9230.000000,9390.000000,9201.000000,9300.000000,1264
2000/1/18,9290.000000,9298.000000,9206.000000,9278.000000,607
2000/1/19,9240.000000,9299.000000,9176.000000,9185.000000,993
2000/1/20,9217.000000,9269.000000,9173.000000,9269.000000,2124
2000/1/21,9250.000000,9399.000000,9245.000000,9350.000000,2278
2000/1/24,9409.000000,9498.000000,9370.000000,9498.000000,2128
2000/1/25,9431.000000,9452.000000,9370.000000,9452.000000,1735
2000/1/26,9520.000000,9760.000000,9520.000000,9722.000000,2952
2000/1/27,9750.000000,9810.000000,9690.000000,9730.000000,2234
2000/1/28,9660.000000,9800.000000,9657.000000,9800.000000,1935
2000/1/29,9700.000000,9759.000000,9685.000000,9759.000000,1907
